ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
6483,FIFA World Cup qualification,1965-10-27,Spain,4.0,1.0,Republic of Ireland,,True
6484,FIFA World Cup qualification,1965-10-27,Wales,2.0,1.0,Russia,,True
6485,Friendly,1965-10-30,Nigeria,0.0,4.0,Ghana,,True
6486,Friendly,1965-10-31,Algeria,0.0,0.0,Morocco,,True
6487,FIFA World Cup qualification,1965-10-31,German DR,1.0,0.0,Austria,,True
6488,FIFA World Cup qualification,1965-10-31,Portugal,0.0,0.0,Czechoslovakia,,True
6489,Nordic Championship,1965-10-31,Sweden,0.0,0.0,Norway,,True
6490,FIFA World Cup qualification,1965-11-01,Italy,6.0,1.0,Poland,,True
6491,FIFA World Cup qualification,1965-11-06,France,4.0,1.0,Luxembourg,,True
6492,FIFA World Cup qualification,1965-11-07,Cyprus,0.0,5.0,Sweden,,True
6493,Friendly,1965-11-07,Ghana,3.0,0.0,Nigeria,,True
6494,FIFA World Cup qualification,1965-11-07,Yugoslavia,1.0,1.0,Norway,,True
6495,FIFA World Cup qualification,1965-11-09,Scotland,1.0,0.0,Italy,,True
6496,British Home Championship,1965-11-10,England,2.0,1.0,Northern Ireland,,True
6497,FIFA World Cup qualification,1965-11-10,Republic of Ireland,0.0,1.0,Spain,,False
6498,FIFA World Cup qualification,1965-11-10,Israel,0.0,5.0,Belgium,,True
6499,African Cup of Nations,1965-11-12,DR Congo,2.0,5.0,Ghana,,False
6500,African Cup of Nations,1965-11-12,Tunisia,4.0,0.0,Ethiopia,,True
6501,Vietnam Independence Cup,1965-11-13,Vietnam Republic,4.0,0.0,Thailand,,True
6502,African Cup of Nations,1965-11-14,DR Congo,0.0,3.0,Ivory Coast,,False
6503,FIFA World Cup qualification,1965-11-14,Cyprus,0.0,6.0,Germany,,True
6504,FIFA World Cup qualification,1965-11-14,Switzerland,2.0,1.0,Netherlands,,True
6505,African Cup of Nations,1965-11-14,Tunisia,0.0,0.0,Senegal,,True
6506,Vietnam Independence Cup,1965-11-16,Vietnam Republic,2.0,2.0,Malaysia,,True
6507,African Cup of Nations,1965-11-19,Ethiopia,1.0,5.0,Senegal,,False
6508,African Cup of Nations,1965-11-19,Ghana,4.0,1.0,Ivory Coast,,False
6509,Friendly,1965-11-21,Brazil,2.0,2.0,Russia,,True
6510,Friendly,1965-11-21,Brazil,5.0,3.0,Hungary,,True
6511,FIFA World Cup qualification,1965-11-21,Czechoslovakia,3.0,1.0,Turkey,,True
6512,Windward Islands Tournament,1965-11-21,Dominica,2.0,0.0,Grenada,,False
6513,FIFA World Cup qualification,1965-11-21,Israel,1.0,2.0,Bulgaria,,True
6514,African Cup of Nations,1965-11-21,Ivory Coast,1.0,0.0,Senegal,,False
6515,FIFA World Cup qualification,1965-11-21,North Korea,6.0,1.0,Australia,,False
6516,FIFA World Cup qualification,1965-11-21,Romania,2.0,0.0,Portugal,,True
6517,African Cup of Nations,1965-11-21,Tunisia,2.0,3.0,Ghana,,True
6518,Windward Islands Tournament,1965-11-22,Saint Vincent and the Grenadines,1.0,2.0,Saint Lucia,,True
6519,Friendly,1965-11-23,Congo,0.0,1.0,Ivory Coast,,True
6520,Windward Islands Tournament,1965-11-23,Dominica,1.0,0.0,Saint Lucia,,False
6521,FIFA World Cup qualification,1965-11-24,Albania,1.0,1.0,Northern Ireland,,True
6522,FIFA World Cup qualification,1965-11-24,Australia,1.0,3.0,North Korea,,False
6523,British Home Championship,1965-11-24,Scotland,4.0,1.0,Wales,,True
6524,Friendly,1965-11-25,Ivory Coast,1.0,3.0,Mali,,False
6525,Friendly,1965-11-26,Cambodia,0.0,0.0,Australia,,True
6526,Windward Islands Tournament,1965-11-26,Saint Vincent and the Grenadines,3.0,1.0,Dominica,,True
6527,Friendly,1965-11-29,Hong Kong,1.0,0.0,Australia,,True
6528,Friendly,1965-12-01,Argentina,1.0,1.0,Russia,,True
6529,FIFA World Cup qualification,1965-12-01,Wales,4.0,2.0,Denmark,,True
6530,Friendly,1965-12-03,Australia,3.0,1.0,Taiwan,,False
6531,Friendly,1965-12-04,Uruguay,1.0,3.0,Russia,,True
6532,Friendly,1965-12-05,Hong Kong,0.0,0.0,Singapore,,True
6533,Friendly,1965-12-07,Hong Kong,1.0,2.0,Singapore,,True
6534,FIFA World Cup qualification,1965-12-07,Italy,3.0,0.0,Scotland,,True
6535,Friendly,1965-12-07,Malaysia,0.0,1.0,Australia,,True
6536,Friendly,1965-12-08,Malaysia,0.0,3.0,Australia,,True
6537,Friendly,1965-12-08,Spain,0.0,2.0,England,,True
6538,Friendly,1965-12-11,Kenya,2.0,13.0,Ghana,,True
6539,Friendly,1965-12-11,Nigeria,0.0,1.0,Benin,,True
6540,Friendly,1965-12-13,Kenya,3.0,3.0,Ghana,,True
6541,Southeast Asian Peninsular Games,1965-12-15,Thailand,2.0,1.0,Vietnam Republic,,False
6542,Southeast Asian Peninsular Games,1965-12-15,Myanmar,1.0,0.0,Singapore,,False
6543,Southeast Asian Peninsular Games,1965-12-16,Vietnam Republic,5.0,1.0,Singapore,,False
6544,Southeast Asian Peninsular Games,1965-12-18,Thailand,2.0,0.0,Vietnam Republic,,False
6545,Southeast Asian Peninsular Games,1965-12-18,Malaysia,0.0,2.0,Myanmar,,True
6546,Southeast Asian Peninsular Games,1965-12-20,Malaysia,0.0,2.0,Vietnam Republic,,True
6547,Southeast Asian Peninsular Games,1965-12-22,Myanmar,2.0,2.0,Thailand,,False
6548,Friendly,1965-12-28,Bermuda,0.0,3.0,Jamaica,,True
6549,FIFA World Cup qualification,1965-12-29,Belgium,1.0,2.0,Bulgaria,,False
6550,Friendly,1966-01-05,England,1.0,1.0,Poland,,True
6551,Friendly,1966-02-08,Panama,3.0,1.0,Nicaragua,,True
6552,Friendly,1966-02-13,Malta,1.0,0.0,Libya,,True
6553,Friendly,1966-02-23,Chile,0.0,2.0,Russia,,True
6554,Friendly,1966-02-23,England,1.0,0.0,Germany,,True
6555,Friendly,1966-02-25,Egypt,2.0,2.0,Bulgaria,,True
6556,Friendly,1966-02-27,Benin,1.0,2.0,Nigeria,,True
6557,Friendly,1966-02-27,Niger,2.0,1.0,DR Congo,,True
6558,Friendly,1966-02-28,Panama,0.0,1.0,Guatemala,,True
6559,Friendly,1966-03-05,Uganda,2.0,3.0,Kenya,,True
6560,Friendly,1966-03-06,Guinea,5.0,0.0,Senegal,,True
6561,Friendly,1966-03-06,Morocco,1.0,0.0,Algeria,,True
6562,Friendly,1966-03-06,Togo,2.0,2.0,Nigeria,,True
6563,Friendly,1966-03-11,Libya,4.0,0.0,Morocco,,True
6564,Friendly,1966-03-14,Libya,0.0,2.0,Iraq,,True
6565,Friendly,1966-03-16,Iran,0.0,0.0,Turkey,,True
6566,Friendly,1966-03-18,Iraq,0.0,1.0,Morocco,,False
6567,Friendly,1966-03-19,France,0.0,0.0,Italy,,True
6568,Friendly,1966-03-19,Iraq,1.0,2.0,Morocco,,False
6569,Friendly,1966-03-23,Netherlands,2.0,4.0,Germany,,True
6570,Friendly,1966-03-25,Panama,1.0,0.0,El Salvador,,True
6571,Friendly,1966-03-27,Libya,0.0,1.0,Malta,,True
6572,British Home Championship,1966-03-30,Wales,1.0,4.0,Northern Ireland,,True
6573,Friendly,1966-04-01,Montenegro,0.0,1.0,Russia,,True
6574,Arab Cup,1966-04-01,Libya,0.0,0.0,Palestine,,False
6575,Arab Cup,1966-04-01,Iraq,3.0,1.0,Kuwait,,True
6576,British Home Championship,1966-04-02,Scotland,3.0,4.0,England,,True
6577,Arab Cup,1966-04-02,Syria,4.0,1.0,Yemen,,False
6578,Arab Cup,1966-04-02,Iraq,2.0,1.0,Jordan,,True
6579,Arab Cup,1966-04-02,Lebanon,6.0,1.0,Bahrain,,False
6580,Muratti Vase,1966-04-02,Guernsey,10.0,0.0,Alderney,,True
6581,Arab Cup,1966-04-03,Libya,21.0,0.0,Oman,,False
6582,Friendly,1966-04-03,Kenya,3.0,3.0,Uganda,,True
6583,Arab Cup,1966-04-03,Kuwait,1.0,2.0,Lebanon,,False
6584,Arab Cup,1966-04-04,Libya,0.0,0.0,Syria,,False
6585,Arab Cup,1966-04-04,Palestine,7.0,0.0,Yemen,,False
6586,Arab Cup,1966-04-05,Jordan,1.0,2.0,Lebanon,,False
6587,Arab Cup,1966-04-05,Iraq,10.0,1.0,Bahrain,,True
6588,Arab Cup,1966-04-06,Bahrain,4.0,4.0,Kuwait,,False
6589,Friendly,1966-04-06,Israel,7.0,1.0,Finland,,True
6590,Arab Cup,1966-04-06,Libya,13.0,0.0,Yemen,,False
6591,Arab Cup,1966-04-06,Palestine,1.0,3.0,Syria,,False
6592,Arab Cup,1966-04-07,Iraq,0.0,0.0,Lebanon,,True
6593,Arab Cup,1966-04-07,Bahrain,1.0,5.0,Jordan,,False
6594,Arab Cup,1966-04-08,Jordan,0.0,4.0,Kuwait,,False
6595,Arab Cup,1966-04-09,Iraq,3.0,1.0,Libya,,True
6596,Arab Cup,1966-04-09,Lebanon,0.0,1.0,Syria,,False
6597,Friendly,1966-04-09,Nigeria,1.0,1.0,Togo,,True
6598,Friendly,1966-04-10,Benin,2.0,5.0,Ghana,,True
6599,Arab Cup,1966-04-10,Iraq,2.0,1.0,Syria,,True
6600,Arab Cup,1966-04-10,Libya,6.0,1.0,Lebanon,,False
6601,Copa Bernardo O'Higgins,1966-04-17,Chile,0.0,1.0,Brazil,,True
6602,Friendly,1966-04-17,Netherlands,3.0,1.0,Belgium,,True
6603,Copa Bernardo O'Higgins,1966-04-20,Chile,2.0,1.0,Brazil,,True
6604,Friendly,1966-04-20,France,0.0,3.0,Belgium,,True
6605,Friendly,1966-04-20,Switzerland,2.0,2.0,Russia,,True
6606,Friendly,1966-04-24,Austria,0.0,1.0,Russia,,True
6607,Friendly,1966-04-24,Mexico,7.0,0.0,Paraguay,,True
6608,Friendly,1966-04-26,Togo,1.0,0.0,Benin,,True
6609,Friendly,1966-04-27,German DR,4.0,1.0,Sweden,,True
6610,Friendly,1966-05-03,Poland,1.0,1.0,Hungary,,True
6611,Friendly,1966-05-04,England,2.0,0.0,Yugoslavia,,True
6612,Friendly,1966-05-04,Republic of Ireland,0.0,4.0,Germany,,True
6613,Muratti Vase,1966-05-05,Jersey,1.0,1.0,Guernsey,,True
6614,Friendly,1966-05-07,Northern Ireland,0.0,2.0,Germany,,True
6615,Friendly,1966-05-08,Finland,0.0,3.0,Israel,,True
6616,Friendly,1966-05-08,Yugoslavia,2.0,0.0,Hungary,,True
6617,Muratti Vase,1966-05-09,Guernsey,3.0,1.0,Jersey,,True
6618,Friendly,1966-05-11,Mexico,1.0,0.0,Chile,,True
6619,Friendly,1966-05-11,Scotland,0.0,3.0,Netherlands,,True
6620,Friendly,1966-05-14,Brazil,3.0,1.0,Wales,,True
6621,Friendly,1966-05-15,Brazil,1.0,1.0,Chile,,True
6622,Copa Artigas,1966-05-15,Paraguay,2.0,2.0,Uruguay,,True
6623,Friendly,1966-05-18,Brazil,1.0,0.0,Wales,,True
6624,Friendly,1966-05-18,Czechoslovakia,1.0,2.0,Russia,,True
6625,Friendly,1966-05-18,Poland,1.0,1.0,Sweden,,True
6626,Copa Artigas,1966-05-18,Uruguay,3.0,1.0,Paraguay,,True
6627,Friendly,1966-05-19,Brazil,1.0,0.0,Chile,,True
6628,Friendly,1966-05-22,Austria,1.0,0.0,Republic of Ireland,,True
6629,Friendly,1966-05-22,Belgium,0.0,1.0,Russia,,True
6630,Friendly,1966-05-22,Chile,2.0,0.0,Wales,,True
6631,Friendly,1966-05-25,Belgium,2.0,3.0,Republic of Ireland,,True
6632,Friendly,1966-05-25,Lithuania,6.0,0.0,Libya,,True
6633,Friendly,1966-05-29,Benin,2.0,2.0,Togo,,True
6634,Friendly,1966-05-29,Chile,0.0,1.0,Mexico,,True
6635,Friendly,1966-05-30,Denmark,0.0,0.0,Turkey,,True
6636,Friendly,1966-06-01,Germany,1.0,0.0,Romania,,True
6637,Friendly,1966-06-01,Yugoslavia,0.0,2.0,Bulgaria,,True
6638,Friendly,1966-06-04,Brazil,4.0,0.0,Peru,,True
6639,Nordic Championship,1966-06-04,Finland,1.0,0.0,Sweden,,True
6640,Friendly,1966-06-05,Brazil,4.0,1.0,Poland,,True
6641,Friendly,1966-06-05,Hungary,3.0,1.0,Switzerland,,True
6642,Friendly,1966-06-05,Russia,3.0,3.0,France,,True
6643,Friendly,1966-06-08,Brazil,2.0,1.0,Poland,,True
6644,Friendly,1966-06-08,Brazil,3.0,1.0,Peru,,True
6645,Friendly,1966-06-10,Curaçao,0.0,0.0,Jamaica,,False
6646,Friendly,1966-06-10,Trinidad and Tobago,3.0,2.0,Suriname,,False
6647,Friendly,1966-06-11,Argentina,1.0,1.0,Poland,,True
6648,Friendly,1966-06-11,Haiti,3.0,0.0,Guadeloupe,,True
6649,Friendly,1966-06-12,Brazil,2.0,1.0,Czechoslovakia,,True
6650,Friendly,1966-06-12,Portugal,4.0,0.0,Norway,,True
6651,Friendly,1966-06-12,Trinidad and Tobago,1.0,0.0,Curaçao,,False
6652,Friendly,1966-06-13,Haiti,1.0,4.0,Suriname,,True
6653,Friendly,1966-06-13,Jamaica,0.0,0.0,Guadeloupe,,False
6654,Friendly,1966-06-14,Italy,6.0,1.0,Bulgaria,,True
6655,Friendly,1966-06-15,Brazil,2.0,2.0,Czechoslovakia,,True
6656,Friendly,1966-06-15,Guadeloupe,0.0,4.0,Suriname,,False
6657,Friendly,1966-06-15,Israel,1.0,2.0,Uruguay,,True
6658,Friendly,1966-06-15,Trinidad and Tobago,4.0,1.0,Jamaica,,False
6659,Friendly,1966-06-16,Haiti,3.0,0.0,Curaçao,,True
6660,Friendly,1966-06-17,Jamaica,3.0,5.0,Suriname,,False
6661,Friendly,1966-06-18,Guadeloupe,0.0,4.0,Curaçao,,False
6662,Friendly,1966-06-18,Haiti,1.0,0.0,Trinidad and Tobago,,True
6663,Friendly,1966-06-18,Italy,1.0,0.0,Austria,,True
6664,Friendly,1966-06-18,Scotland,0.0,1.0,Portugal,,True
6665,Friendly,1966-06-19,Romania,1.0,0.0,Uruguay,,True
6666,Friendly,1966-06-19,Switzerland,1.0,1.0,Mexico,,True
6667,Friendly,1966-06-20,Curaçao,1.0,1.0,Suriname,,False
6668,Friendly,1966-06-20,Trinidad and Tobago,1.0,2.0,Guadeloupe,,False
6669,Friendly,1966-06-21,Denmark,1.0,3.0,Portugal,,True
6670,Friendly,1966-06-22,Haiti,3.0,0.0,Jamaica,,True
6671,Friendly,1966-06-22,Italy,3.0,0.0,Argentina,,True
6672,Friendly,1966-06-22,Northern Ireland,4.0,1.0,Mexico,,True
6673,Friendly,1966-06-23,Germany,2.0,0.0,Yugoslavia,,True
6674,Friendly,1966-06-23,Spain,1.0,1.0,Uruguay,,True
6675,Friendly,1966-06-25,Scotland,1.0,1.0,Brazil,,True
6676,Nordic Championship,1966-06-26,Denmark,0.0,1.0,Norway,,True
6677,Friendly,1966-06-26,Finland,0.0,3.0,England,,True
6678,Friendly,1966-06-26,Portugal,3.0,0.0,Uruguay,,True
6679,Friendly,1966-06-27,Sweden,1.0,1.0,Yugoslavia,,True
6680,Friendly,1966-06-28,China,10.0,4.0,Tanzania,,True
6681,Friendly,1966-06-29,Italy,5.0,0.0,Mexico,,True
6682,Friendly,1966-06-29,Norway,1.0,6.0,England,,True
6683,Friendly,1966-06-30,DR Congo,0.0,3.0,Ghana,,False
6684,Friendly,1966-06-30,Sweden,2.0,3.0,Brazil,,True
6685,Friendly,1966-07-01,Zambia,4.0,1.0,Malawi,,True
6686,Friendly,1966-07-02,German DR,5.0,2.0,Chile,,True
6687,Friendly,1966-07-03,Denmark,0.0,2.0,England,,True
6688,Friendly,1966-07-03,Portugal,1.0,0.0,Romania,,True
6689,Friendly,1966-07-04,Malawi,0.0,3.0,Zambia,,True
6690,Friendly,1966-07-05,Madagascar,0.0,3.0,Zambia,,False
6691,Friendly,1966-07-05,Poland,0.0,1.0,England,,True
6692,Friendly,1966-07-06,Malawi,0.0,6.0,Zambia,,True
6693,Friendly,1966-07-07,Ethiopia,5.0,0.0,Uganda,,True
6694,Friendly,1966-07-08,Malawi,1.0,5.0,Zambia,,True
6695,Friendly,1966-07-09,Malawi,1.0,6.0,Madagascar,,True
6696,Friendly,1966-07-10,Ethiopia,1.0,1.0,Sudan,,True
6697,FIFA World Cup,1966-07-11,England,0.0,0.0,Uruguay,,True
6698,FIFA World Cup,1966-07-12,Brazil,2.0,0.0,Bulgaria,,False
6699,FIFA World Cup,1966-07-12,Germany,5.0,0.0,Switzerland,,False
6700,FIFA World Cup,1966-07-12,North Korea,0.0,3.0,Russia,,False
6701,FIFA World Cup,1966-07-13,Argentina,2.0,1.0,Spain,,False
6702,FIFA World Cup,1966-07-13,Chile,0.0,2.0,Italy,,False
6703,FIFA World Cup,1966-07-13,France,1.0,1.0,Mexico,,False
6704,FIFA World Cup,1966-07-13,Hungary,1.0,3.0,Portugal,,False
6705,FIFA World Cup,1966-07-15,Brazil,1.0,3.0,Hungary,,False
6706,FIFA World Cup,1966-07-15,Chile,1.0,1.0,North Korea,,False
6707,FIFA World Cup,1966-07-15,France,1.0,2.0,Uruguay,,False
6708,FIFA World Cup,1966-07-15,Spain,2.0,1.0,Switzerland,,False
6709,FIFA World Cup,1966-07-16,Argentina,0.0,0.0,Germany,,False
6710,FIFA World Cup,1966-07-16,Bulgaria,0.0,3.0,Portugal,,False
6711,FIFA World Cup,1966-07-16,England,2.0,0.0,Mexico,,True
6712,FIFA World Cup,1966-07-16,Italy,0.0,1.0,Russia,,False
6713,Friendly,1966-07-18,Sudan,2.0,1.0,Uganda,,False
6714,FIFA World Cup,1966-07-19,Argentina,2.0,0.0,Switzerland,,False
6715,FIFA World Cup,1966-07-19,Brazil,1.0,3.0,Portugal,,False
6716,FIFA World Cup,1966-07-19,Italy,0.0,1.0,North Korea,,False
6717,FIFA World Cup,1966-07-19,Mexico,0.0,0.0,Uruguay,,False
6718,FIFA World Cup,1966-07-20,Bulgaria,1.0,3.0,Hungary,,False
6719,FIFA World Cup,1966-07-20,Chile,1.0,2.0,Russia,,False
6720,FIFA World Cup,1966-07-20,England,2.0,0.0,France,,True
6721,FIFA World Cup,1966-07-20,Germany,2.0,1.0,Spain,,False
6722,Friendly,1966-07-23,China,6.0,0.0,Syria,,True
6723,FIFA World Cup,1966-07-23,England,1.0,0.0,Argentina,,True
6724,FIFA World Cup,1966-07-23,Germany,4.0,0.0,Uruguay,,False
6725,FIFA World Cup,1966-07-23,Hungary,1.0,2.0,Russia,,False
6726,FIFA World Cup,1966-07-23,North Korea,3.0,5.0,Portugal,,False
6727,FIFA World Cup,1966-07-25,Germany,2.0,1.0,Russia,,False
6728,FIFA World Cup,1966-07-26,England,2.0,1.0,Portugal,,True
6729,FIFA World Cup,1966-07-28,Portugal,2.0,1.0,Russia,,False
6730,FIFA World Cup,1966-07-30,England,4.0,2.0,Germany,,True
6731,Friendly,1966-07-31,Cameroon,2.0,3.0,Congo,,True
6732,Friendly,1966-08-07,DR Congo,5.0,0.0,Central African Republic,,True
6733,Merdeka Tournament,1966-08-13,Myanmar,2.0,2.0,Singapore,,False
6734,Merdeka Tournament,1966-08-13,Malaysia,5.0,2.0,Vietnam Republic,,True
6735,Merdeka Tournament,1966-08-14,Hong Kong,0.0,2.0,India,,False
6736,Merdeka Tournament,1966-08-14,South Korea,2.0,0.0,Japan,,False
6737,Nordic Championship,1966-08-14,Norway,1.0,1.0,Finland,,True
6738,Merdeka Tournament,1966-08-15,Taiwan,2.0,1.0,Thailand,,False
6739,Friendly,1966-08-16,Togo,1.0,2.0,Ivory Coast,,True
6740,Merdeka Tournament,1966-08-17,Myanmar,3.0,0.0,Thailand,,False
6741,Merdeka Tournament,1966-08-17,Taiwan,0.0,3.0,Vietnam Republic,,False
6742,Merdeka Tournament,1966-08-17,India,3.0,0.0,Japan,,False
6743,Friendly,1966-08-18,Togo,1.0,1.0,Ghana,,True
6744,Merdeka Tournament,1966-08-19,Hong Kong,0.0,1.0,South Korea,,False
6745,Merdeka Tournament,1966-08-19,Malaysia,0.0,0.0,Thailand,,True
6746,Merdeka Tournament,1966-08-20,Singapore,4.0,1.0,Taiwan,,False
6747,Merdeka Tournament,1966-08-20,Japan,5.0,2.0,Taiwan,,False
6748,Merdeka Tournament,1966-08-20,Singapore,1.0,2.0,Vietnam Republic,,False
6749,Friendly,1966-08-21,Ghana,6.0,2.0,Togo,,True
6750,Merdeka Tournament,1966-08-21,South Korea,2.0,1.0,Thailand,,False
6751,Merdeka Tournament,1966-08-21,Hong Kong,0.0,2.0,Myanmar,,False
6752,Merdeka Tournament,1966-08-22,India,0.0,1.0,Singapore,,False
6753,Merdeka Tournament,1966-08-22,Japan,0.0,2.0,Vietnam Republic,,False
6754,Merdeka Tournament,1966-08-23,Myanmar,2.0,0.0,South Korea,,False
6755,Merdeka Tournament,1966-08-23,Hong Kong,2.0,2.0,Thailand,,False
6756,Merdeka Tournament,1966-08-23,India,1.0,0.0,Taiwan,,False
6757,Merdeka Tournament,1966-08-23,Malaysia,0.0,0.0,Myanmar,,True
6758,Merdeka Tournament,1966-08-25,Malaysia,1.0,0.0,Hong Kong,,True
6759,Merdeka Tournament,1966-08-25,Singapore,0.0,1.0,Japan,,False
6760,Merdeka Tournament,1966-08-26,India,1.0,0.0,Vietnam Republic,,False
6761,Merdeka Tournament,1966-08-27,Malaysia,1.0,2.0,South Korea,,True
6762,Merdeka Tournament,1966-08-28,Myanmar,0.0,1.0,Vietnam Republic,,False
6763,Friendly,1966-08-28,China,4.0,0.0,Mali,,True
6764,Friendly,1966-08-28,Guinea,2.0,2.0,Cameroon,,True
6765,Merdeka Tournament,1966-08-28,India,1.0,0.0,South Korea,,False
6766,Friendly,1966-08-29,Singapore,2.0,2.0,Vietnam Republic,,True
6767,Friendly,1966-08-30,Guinea,5.0,0.0,Mali,,True
6768,Friendly,1966-08-31,Singapore,1.0,3.0,South Korea,,True
6769,Friendly,1966-09-04,German DR,6.0,0.0,Egypt,,True
6770,Friendly,1966-09-06,Zambia,0.0,1.0,Kenya,,True
6771,UEFA Euro qualification,1966-09-07,Netherlands,2.0,2.0,Hungary,,True
6772,Friendly,1966-09-09,Zambia,2.0,1.0,Kenya,,True
6773,Friendly,1966-09-11,German DR,2.0,0.0,Poland,,True
6774,Friendly,1966-09-13,Zambia,5.0,4.0,Kenya,,True
6775,Friendly,1966-09-18,Austria,2.0,1.0,Netherlands,,True
6776,Nordic Championship,1966-09-18,Finland,2.0,1.0,Denmark,,True
6777,Nordic Championship,1966-09-18,Norway,2.0,4.0,Sweden,,True
6778,Friendly,1966-09-18,Yugoslavia,1.0,2.0,Russia,,True
6779,Friendly,1966-09-21,German DR,2.0,0.0,Romania,,True
6780,UEFA Euro qualification,1966-09-21,Hungary,6.0,0.0,Denmark,,True
6781,Friendly,1966-09-24,Zanzibar,1.0,3.0,Kenya,,True
6782,Friendly,1966-09-25,Tanzania,0.0,3.0,Uganda,,False
6783,Friendly,1966-09-27,Kenya,0.0,0.0,Uganda,,False
6784,Friendly,1966-09-28,Hungary,4.0,2.0,France,,True
6785,Friendly,1966-09-28,Zanzibar,0.0,4.0,Tanzania,,True
6786,Friendly,1966-09-30,Tanzania,2.0,3.0,Kenya,,True
6787,Friendly,1966-10-01,Zanzibar,0.0,0.0,Uganda,,True
6788,UEFA Euro qualification,1966-10-02,Finland,0.0,0.0,Austria,,True
6789,UEFA Euro qualification,1966-10-02,Poland,4.0,0.0,Luxembourg,,True
6790,Friendly,1966-10-05,Sweden,4.0,1.0,Austria,,True
6791,Friendly,1966-10-12,Israel,1.0,3.0,Yugoslavia,,True
6792,Friendly,1966-10-12,Turkey,0.0,2.0,Germany,,True
6793,Friendly,1966-10-15,French Guiana,3.0,3.0,Suriname,,True
6794,Friendly,1966-10-16,French Guiana,0.0,3.0,Suriname,,True
6795,UEFA Euro qualification,1966-10-16,Greece,2.0,1.0,Finland,,True
6796,Friendly,1966-10-16,Russia,0.0,2.0,Turkey,,True
6797,Friendly,1966-10-19,Yugoslavia,1.0,0.0,Czechoslovakia,,True
6798,Friendly,1966-10-22,Belgium,1.0,0.0,Switzerland,,True
6799,UEFA Euro qualification,1966-10-22,France,2.0,1.0,Poland,,True
6800,British Home Championship,1966-10-22,Northern Ireland,0.0,2.0,England,,True
6801,British Home Championship,1966-10-22,Wales,1.0,1.0,Scotland,,True
6802,UEFA Euro qualification,1966-10-23,Republic of Ireland,0.0,0.0,Spain,,True
6803,Friendly,1966-10-23,Russia,2.0,2.0,German DR,,True
6804,Friendly,1966-10-26,Denmark,3.0,1.0,Israel,,True
6805,Friendly,1966-10-30,Hungary,3.0,1.0,Austria,,True
6806,Friendly,1966-10-31,Cameroon,2.0,0.0,Togo,,True
6807,Friendly,1966-11-01,Italy,1.0,0.0,Russia,,True
6808,Friendly,1966-11-01,Ivory Coast,1.0,1.0,Ghana,,True
6809,Vietnam Independence Cup,1966-11-01,Vietnam Republic,3.0,2.0,Malaysia,,True
6810,Friendly,1966-11-02,England,0.0,0.0,Czechoslovakia,,True
6811,UEFA Euro qualification,1966-11-02,Romania,4.0,2.0,Switzerland,,True
6812,Vietnam Independence Cup,1966-11-03,Malaysia,1.0,1.0,Thailand,,False
6813,Windward Islands Tournament,1966-11-05,Dominica,0.0,1.0,Saint Vincent and the Grenadines,,False
6814,Friendly,1966-11-05,Nigeria,3.0,2.0,DR Congo,,True
6815,Vietnam Independence Cup,1966-11-05,Vietnam Republic,4.0,1.0,Thailand,,True
6816,Friendly,1966-11-06,Bulgaria,6.0,1.0,Yugoslavia,,True
6817,Windward Islands Tournament,1966-11-06,Grenada,7.0,1.0,Saint Lucia,,True
6818,Friendly,1966-11-06,Netherlands,1.0,2.0,Czechoslovakia,,True
6819,Nordic Championship,1966-11-06,Sweden,2.0,1.0,Denmark,,True
6820,Windward Islands Tournament,1966-11-08,Grenada,3.0,3.0,Dominica,,True
6821,Windward Islands Tournament,1966-11-09,Saint Lucia,1.0,2.0,Saint Vincent and the Grenadines,,False
6822,Windward Islands Tournament,1966-11-10,Dominica,5.0,3.0,Saint Lucia,,False
6823,UEFA Euro qualification,1966-11-11,Belgium,2.0,1.0,France,,True
6824,Windward Islands Tournament,1966-11-12,Grenada,1.0,3.0,Saint Vincent and the Grenadines,,True
6825,Friendly,1966-11-12,Sierra Leone,1.0,1.0,Liberia,,True
6826,UEFA Euro qualification,1966-11-13,Bulgaria,4.0,2.0,Norway,,True
6827,UEFA Euro qualification,1966-11-13,Portugal,1.0,2.0,Sweden,,True
6828,British Home Championship,1966-11-16,England,5.0,1.0,Wales,,True
6829,UEFA Euro qualification,1966-11-16,Republic of Ireland,2.0,1.0,Turkey,,True
6830,British Home Championship,1966-11-16,Scotland,2.0,1.0,Northern Ireland,,True
6831,Friendly,1966-11-17,Romania,4.0,3.0,Poland,,True
6832,Friendly,1966-11-19,Germany,3.0,0.0,Norway,,True
6833,Friendly,1966-11-19,Liberia,2.0,0.0,Sierra Leone,,True
6834,Friendly,1966-11-20,Mali,1.0,0.0,Guinea,,True
6835,Friendly,1966-11-24,Algeria,2.0,2.0,Morocco,,True
6836,Friendly,1966-11-25,DR Congo,1.0,0.0,Nigeria,,True
6837,GaNEFo,1966-11-25,Palestine,5.0,3.0,Yemen,,False
6838,GaNEFo,1966-11-26,Cambodia,0.0,2.0,North Korea,,True
6839,GaNEFo,1966-11-26,China,7.0,0.0,Palestine,,False
6840,UEFA Euro qualification,1966-11-26,Italy,3.0,1.0,Romania,,True
6841,UEFA Euro qualification,1966-11-26,Luxembourg,0.0,3.0,France,,True
