ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
6842,GaNEFo,1966-11-26,North Vietnam,9.0,0.0,Yemen,,False
6843,GaNEFo,1966-11-27,Cambodia,0.0,4.0,China,,True
6844,GaNEFo,1966-11-27,Palestine,0.0,4.0,North Vietnam,,False
6845,GaNEFo,1966-11-29,Cambodia,8.0,0.0,Yemen,,True
6846,GaNEFo,1966-11-29,Palestine,1.0,5.0,North Korea,,False
6847,GaNEFo,1966-11-30,Cambodia,2.0,2.0,North Vietnam,,True
6848,Copa América qualification,1966-11-30,Chile,5.0,2.0,Colombia,,True
6849,GaNEFo,1966-11-30,China,2.0,0.0,North Vietnam,,False
6850,GaNEFo,1966-11-30,North Korea,14.0,0.0,Yemen,,False
6851,UEFA Euro qualification,1966-11-30,Netherlands,2.0,0.0,Denmark,,True
6852,Friendly,1966-11-30,Uganda,1.0,2.0,Kenya,,True
6853,Friendly,1966-12-02,DR Congo,4.0,3.0,Gabon,,False
6854,Friendly,1966-12-03,Central African Republic,1.0,4.0,DR Congo,,True
6855,GaNEFo,1966-12-03,China,1.0,2.0,North Korea,,False
6856,UEFA Euro qualification,1966-12-03,Cyprus,1.0,5.0,Romania,,True
6857,Friendly,1966-12-03,Israel,0.0,0.0,Poland,,True
6858,GaNEFo,1966-12-06,China,6.0,0.0,Yemen,,False
6859,GaNEFo,1966-12-06,North Korea,3.0,1.0,North Vietnam,,False
6860,Friendly,1966-12-07,Israel,1.0,2.0,Romania,,True
6861,UEFA Euro qualification,1966-12-07,Spain,2.0,0.0,Republic of Ireland,,True
6862,African Cup of Nations qualification,1966-12-09,Libya,2.0,2.0,Egypt,,True
6863,South Pacific Games,1966-12-09,Papua New Guinea,3.0,4.0,Tahiti,,False
6864,Friendly,1966-12-10,Kenya,0.0,1.0,Sudan,,True
6865,Asian Games,1966-12-10,Thailand,3.0,0.0,South Korea,,True
6866,Asian Games,1966-12-10,Japan,2.0,1.0,India,,False
6867,Asian Games,1966-12-10,Iran,2.0,0.0,Malaysia,,False
6868,Asian Games,1966-12-10,Indonesia,3.0,0.0,Singapore,,False
6869,Copa América qualification,1966-12-11,Colombia,0.0,0.0,Chile,,True
6870,South Pacific Games,1966-12-11,Tahiti,5.0,0.0,Wallis Islands and Futuna,,False
6871,Asian Games,1966-12-11,Iran,1.0,3.0,Japan,,False
6872,Asian Games,1966-12-11,Indonesia,0.0,0.0,Vietnam Republic,,False
6873,Friendly,1966-12-12,Kenya,3.0,2.0,Sudan,,True
6874,South Pacific Games,1966-12-12,New Caledonia,5.0,0.0,Vanuatu,,True
6875,South Pacific Games,1966-12-12,New Caledonia,8.0,0.0,Solomon Islands,,True
6876,Asian Games,1966-12-12,South Korea,0.0,1.0,Myanmar,,False
6877,Asian Games,1966-12-12,Malaysia,1.0,2.0,India,,False
6878,Asian Games,1966-12-12,Vietnam Republic,2.0,1.0,Taiwan,,False
6879,South Pacific Games,1966-12-13,Papua New Guinea,9.0,1.0,Wallis Islands and Futuna,,False
6880,South Pacific Games,1966-12-13,Solomon Islands,4.0,4.0,Vanuatu,,False
6881,Asian Games,1966-12-13,India,1.0,4.0,Iran,,False
6882,Asian Games,1966-12-13,Singapore,3.0,3.0,Taiwan,,False
6883,Asian Games,1966-12-14,Thailand,1.0,1.0,Myanmar,,True
6884,Asian Games,1966-12-14,Malaysia,0.0,1.0,Japan,,False
6885,Asian Games,1966-12-14,Taiwan,1.0,3.0,Indonesia,,False
6886,Asian Games,1966-12-14,Singapore,5.0,0.0,Vietnam Republic,,False
6887,South Pacific Games,1966-12-15,New Caledonia,4.0,0.0,Papua New Guinea,,True
6888,South Pacific Games,1966-12-15,Tahiti,3.0,0.0,Vanuatu,,False
6889,Asian Games,1966-12-15,Thailand,0.0,2.0,Singapore,,True
6890,Asian Games,1966-12-15,Myanmar,2.0,2.0,Indonesia,,False
6891,Asian Games,1966-12-16,Japan,5.0,1.0,Singapore,,False
6892,Asian Games,1966-12-16,Iran,1.0,0.0,Indonesia,,False
6893,South Pacific Games,1966-12-17,New Caledonia,0.0,2.0,Tahiti,,True
6894,South Pacific Games,1966-12-17,Papua New Guinea,2.0,5.0,Vanuatu,,False
6895,Asian Games,1966-12-17,Thailand,1.0,5.0,Japan,,True
6896,Asian Games,1966-12-17,Myanmar,1.0,0.0,Iran,,False
6897,Asian Games,1966-12-18,Japan,0.0,1.0,Iran,,False
6898,Asian Games,1966-12-18,Myanmar,2.0,0.0,Singapore,,False
6899,Asian Games,1966-12-19,Japan,2.0,0.0,Singapore,,False
6900,Asian Games,1966-12-20,Iran,0.0,1.0,Myanmar,,False
6901,Copa América qualification,1966-12-21,Ecuador,2.0,2.0,Paraguay,,True
6902,Copa América qualification,1966-12-28,Paraguay,3.0,1.0,Ecuador,,True
6903,Friendly,1967-01-04,Gabon,1.0,0.0,DR Congo,,True
6904,Friendly,1967-01-04,Uruguay,1.0,1.0,Romania,,True
6905,Friendly,1967-01-05,Mexico,3.0,0.0,Switzerland,,True
6906,Friendly,1967-01-08,Mexico,0.0,2.0,Switzerland,,True
6907,CONCACAF Championship qualification,1967-01-11,Jamaica,1.0,1.0,Curaçao,,True
6908,CONCACAF Championship qualification,1967-01-12,Cuba,1.0,1.0,Haiti,,False
6909,CONCACAF Championship qualification,1967-01-13,Curaçao,1.0,2.0,Trinidad and Tobago,,False
6910,CONCACAF Championship qualification,1967-01-14,Jamaica,2.0,1.0,Cuba,,True
6911,CONCACAF Championship qualification,1967-01-16,Haiti,4.0,2.0,Trinidad and Tobago,,False
6912,Copa América,1967-01-17,Uruguay,4.0,0.0,Bolivia,,True
6913,CONCACAF Championship qualification,1967-01-17,Curaçao,2.0,2.0,Cuba,,False
6914,Friendly,1967-01-17,Egypt,1.0,2.0,German DR,,False
6915,Copa América,1967-01-18,Argentina,4.0,1.0,Paraguay,,False
6916,Copa América,1967-01-18,Chile,2.0,0.0,Venezuela,,False
6917,Friendly,1967-01-18,Guatemala,3.0,1.0,Honduras,,True
6918,CONCACAF Championship qualification,1967-01-18,Jamaica,1.0,1.0,Trinidad and Tobago,,True
6919,CONCACAF Championship qualification,1967-01-19,Curaçao,0.0,1.0,Haiti,,False
6920,CONCACAF Championship qualification,1967-01-20,Cuba,1.0,2.0,Trinidad and Tobago,,False
6921,Friendly,1967-01-20,Egypt,0.0,3.0,German DR,,False
6922,CONCACAF Championship qualification,1967-01-21,Jamaica,0.0,1.0,Haiti,,True
6923,Friendly,1967-01-21,Martinique,2.0,1.0,Guadeloupe,,True
6924,Copa América,1967-01-21,Uruguay,4.0,0.0,Venezuela,,True
6925,Copa América,1967-01-22,Bolivia,0.0,1.0,Argentina,,False
6926,Copa América,1967-01-22,Chile,4.0,2.0,Paraguay,,False
6927,Friendly,1967-01-22,DR Congo,4.0,1.0,Congo,,True
6928,Friendly,1967-01-22,Honduras,1.0,1.0,Guatemala,,True
6929,Friendly,1967-01-22,Tunisia,0.0,0.0,Turkey,,True
6930,Friendly,1967-01-23,Martinique,2.0,1.0,French Guiana,,True
6931,Friendly,1967-01-24,Egypt,2.0,2.0,German DR,,False
6932,Copa América,1967-01-25,Argentina,5.0,1.0,Venezuela,,False
6933,Copa América,1967-01-25,Paraguay,1.0,0.0,Bolivia,,False
6934,Copa América,1967-01-26,Uruguay,2.0,2.0,Chile,,True
6935,African Cup of Nations qualification,1967-01-26,Liberia,2.0,2.0,Guinea,,True
6936,Copa América,1967-01-28,Argentina,2.0,0.0,Chile,,False
6937,Copa América,1967-01-28,Bolivia,0.0,3.0,Venezuela,,False
6938,Friendly,1967-01-28,Nigeria,2.0,2.0,Ghana,,True
6939,Friendly,1967-01-29,Burkina Faso,3.0,2.0,Niger,,True
6940,Friendly,1967-01-29,Sudan,1.0,2.0,German DR,,True
6941,Copa América,1967-01-29,Uruguay,2.0,0.0,Paraguay,,True
6942,Friendly,1967-01-31,Niger,1.0,3.0,Congo,,True
6943,Copa América,1967-02-01,Bolivia,0.0,0.0,Chile,,False
6944,UEFA Euro qualification,1967-02-01,Turkey,0.0,0.0,Spain,,True
6945,Copa América,1967-02-01,Venezuela,3.0,5.0,Paraguay,,False
6946,Copa América,1967-02-02,Uruguay,1.0,0.0,Argentina,,True
6947,Friendly,1967-02-03,Mali,1.0,0.0,Congo,,True
6948,African Cup of Nations qualification,1967-02-05,Mali,0.0,3.0,Algeria,,True
6949,African Cup of Nations qualification,1967-02-05,Tunisia,4.0,0.0,Cameroon,,True
6950,CONCACAF Championship qualification,1967-02-09,Nicaragua,3.0,1.0,Panama,,False
6951,African Cup of Nations qualification,1967-02-12,Burkina Faso,1.0,2.0,Algeria,,True
6952,Friendly,1967-02-12,Ghana,2.0,0.0,Nigeria,,True
6953,Friendly,1967-02-12,Iraq,1.0,1.0,German DR,,True
6954,CONCACAF Championship qualification,1967-02-12,Guatemala,3.0,1.0,Panama,,True
6955,CONCACAF Championship qualification,1967-02-14,Guatemala,3.0,1.0,Nicaragua,,True
6956,Friendly,1967-02-15,Greece,4.0,0.0,Libya,,True
6957,Friendly,1967-02-18,Togo,2.0,4.0,DR Congo,,True
6958,Friendly,1967-02-19,Ethiopia,2.0,0.0,Kenya,,False
6959,Friendly,1967-02-19,Ghana,2.0,2.0,Ivory Coast,,True
6960,African Cup of Nations qualification,1967-02-19,Tunisia,1.0,1.0,Congo,,True
6961,Friendly,1967-02-21,Sudan,1.0,0.0,Tanzania,,True
6962,Friendly,1967-02-22,Germany,5.0,1.0,Morocco,,True
6963,UEFA Euro qualification,1967-02-22,Turkey,2.0,1.0,Republic of Ireland,,True
6964,Friendly,1967-02-23,Kenya,2.0,0.0,Tanzania,,False
6965,Friendly,1967-02-24,Sudan,1.0,1.0,Ethiopia,,True
6966,Friendly,1967-02-24,Uganda,0.0,5.0,DR Congo,,True
6967,African Cup of Nations qualification,1967-02-25,Guinea,3.0,0.0,Senegal,,True
6968,African Cup of Nations qualification,1967-02-26,Cameroon,1.0,1.0,Congo,,True
6969,Friendly,1967-02-26,Sudan,5.0,3.0,Ethiopia,,True
6970,Friendly,1967-02-28,Ethiopia,2.0,1.0,Sudan,,True
6971,Friendly,1967-02-28,France,0.0,2.0,Corsica,,True
6972,Friendly,1967-03-05,Benin,1.0,1.0,Congo,,True
6973,Friendly,1967-03-05,Ivory Coast,1.0,1.0,Liberia,,True
6974,CONCACAF Championship,1967-03-05,Honduras,1.0,0.0,Trinidad and Tobago,,True
6975,African Cup of Nations qualification,1967-03-05,Uganda,2.0,1.0,Kenya,,True
6976,CONCACAF Championship,1967-03-06,Haiti,1.0,2.0,Guatemala,,False
6977,CONCACAF Championship,1967-03-06,Mexico,4.0,0.0,Nicaragua,,False
6978,Friendly,1967-03-07,Libya,1.0,1.0,Sudan,,True
6979,Friendly,1967-03-08,Greece,1.0,2.0,Romania,,True
6980,CONCACAF Championship,1967-03-08,Haiti,2.0,3.0,Trinidad and Tobago,,False
6981,CONCACAF Championship,1967-03-08,Honduras,1.0,1.0,Nicaragua,,True
6982,CONCACAF Championship,1967-03-10,Guatemala,1.0,0.0,Mexico,,False
6983,CONCACAF Championship,1967-03-10,Haiti,2.0,1.0,Nicaragua,,False
6984,Friendly,1967-03-10,Iraq,2.0,2.0,Sudan,,False
6985,Friendly,1967-03-12,Libya,0.0,1.0,Iraq,,True
6986,African Cup of Nations qualification,1967-03-12,Kenya,3.0,3.0,Uganda,,True
6987,CONCACAF Championship,1967-03-12,Honduras,0.0,0.0,Guatemala,,True
6988,CONCACAF Championship,1967-03-12,Mexico,4.0,0.0,Trinidad and Tobago,,False
6989,African Cup of Nations qualification,1967-03-12,Algeria,1.0,0.0,Mali,,True
6990,African Cup of Nations qualification,1967-03-12,Nigeria,0.0,0.0,Ivory Coast,,True
6991,CONCACAF Championship,1967-03-14,Haiti,0.0,1.0,Mexico,,False
6992,CONCACAF Championship,1967-03-14,Trinidad and Tobago,0.0,2.0,Guatemala,,False
6993,CONCACAF Championship,1967-03-17,Nicaragua,1.0,3.0,Trinidad and Tobago,,False
6994,CONCACAF Championship,1967-03-17,Honduras,2.0,0.0,Haiti,,True
6995,African Cup of Nations qualification,1967-03-18,DR Congo,3.0,2.0,Sudan,,True
6996,Friendly,1967-03-19,Congo,3.0,1.0,Ghana,,True
6997,CONCACAF Championship,1967-03-19,Honduras,0.0,1.0,Mexico,,True
6998,CONCACAF Championship,1967-03-19,Guatemala,2.0,0.0,Nicaragua,,False
6999,UEFA Euro qualification,1967-03-19,Luxembourg,0.0,5.0,Belgium,,True
7000,African Cup of Nations qualification,1967-03-19,Senegal,4.0,1.0,Guinea,,True
7001,Friendly,1967-03-22,Algeria,0.0,1.0,Hungary,,True
7002,UEFA Euro qualification,1967-03-22,Cyprus,0.0,2.0,Italy,,True
7003,Friendly,1967-03-22,France,1.0,2.0,Romania,,True
7004,Friendly,1967-03-22,Germany,1.0,0.0,Bulgaria,,True
7005,AFC Asian Cup qualification,1967-03-22,Hong Kong,2.0,0.0,Vietnam Republic,,True
7006,African Cup of Nations qualification,1967-03-24,Egypt,3.0,2.0,Libya,,True
7007,AFC Asian Cup qualification,1967-03-24,Thailand,0.0,1.0,Vietnam Republic,,False
7008,Friendly,1967-03-27,Italy,1.0,1.0,Portugal,,True
7009,Friendly,1967-03-28,Gabon,0.0,3.0,Ivory Coast,,True
7010,AFC Asian Cup qualification,1967-03-29,Vietnam Republic,0.0,2.0,Malaysia,,False
7011,African Cup of Nations qualification,1967-04-02,Guinea,3.0,0.0,Liberia,,True
7012,African Cup of Nations qualification,1967-04-02,Sudan,1.0,0.0,DR Congo,,True
7013,African Cup of Nations qualification,1967-04-02,Togo,1.0,0.0,Niger,,True
7014,AFC Asian Cup qualification,1967-04-02,Vietnam Republic,3.0,0.0,Singapore,,False
7015,UEFA Euro qualification,1967-04-05,German DR,4.0,3.0,Netherlands,,True
7016,Muratti Vase,1967-04-06,Jersey,3.0,1.0,Alderney,,True
7017,UEFA Euro qualification,1967-04-08,Germany,6.0,0.0,Albania,,True
7018,African Cup of Nations qualification,1967-04-09,Algeria,3.0,1.0,Burkina Faso,,True
7019,African Cup of Nations qualification,1967-04-09,Liberia,1.0,1.0,Senegal,,True
7020,British Home Championship,1967-04-12,Northern Ireland,0.0,0.0,Wales,,True
7021,British Home Championship,1967-04-15,England,2.0,3.0,Scotland,,True
7022,African Cup of Nations qualification,1967-04-15,Nigeria,4.0,2.0,Togo,,True
7023,Friendly,1967-04-16,Belgium,1.0,0.0,Netherlands,,True
7024,UEFA Euro qualification,1967-04-16,Luxembourg,0.0,0.0,Poland,,True
7025,Friendly,1967-04-19,Congo,3.0,1.0,DR Congo,,True
7026,Friendly,1967-04-23,Hungary,1.0,0.0,Yugoslavia,,True
7027,UEFA Euro qualification,1967-04-23,Romania,7.0,0.0,Cyprus,,True
7028,African Cup of Nations qualification,1967-04-30,Ivory Coast,3.0,0.0,Togo,,True
7029,Friendly,1967-05-03,Switzerland,1.0,2.0,Czechoslovakia,,True
7030,UEFA Euro qualification,1967-05-03,Yugoslavia,1.0,0.0,Germany,,True
7031,African Cup of Nations qualification,1967-05-07,Ivory Coast,2.0,0.0,Nigeria,,True
7032,Muratti Vase,1967-05-09,Guernsey,1.0,3.0,Jersey,,True
7033,UEFA Euro qualification,1967-05-10,Finland,1.0,1.0,Greece,,True
7034,UEFA Euro qualification,1967-05-10,Hungary,2.0,1.0,Netherlands,,True
7035,Friendly,1967-05-10,Scotland,0.0,2.0,Russia,,True
7036,UEFA Euro qualification,1967-05-14,Albania,0.0,2.0,Yugoslavia,,True
7037,Friendly,1967-05-14,Suriname,6.0,1.0,French Guiana,,True
7038,Friendly,1967-05-15,Suriname,3.0,0.0,French Guiana,,True
7039,Friendly,1967-05-16,Israel,1.0,2.0,Scotland,,True
7040,Friendly,1967-05-17,Congo,6.0,1.0,Tanzania,,True
7041,Friendly,1967-05-17,Sweden,0.0,1.0,German DR,,True
7042,African Cup of Nations qualification,1967-05-21,Congo,2.0,1.0,Cameroon,,True
7043,UEFA Euro qualification,1967-05-21,Republic of Ireland,0.0,2.0,Czechoslovakia,,True
7044,UEFA Euro qualification,1967-05-21,Poland,3.0,1.0,Belgium,,True
7045,UEFA Euro qualification,1967-05-24,Denmark,0.0,2.0,Hungary,,True
7046,Friendly,1967-05-24,England,2.0,0.0,Spain,,True
7047,Friendly,1967-05-24,Ghana,2.0,0.0,DR Congo,,True
7048,UEFA Euro qualification,1967-05-24,Switzerland,7.0,1.0,Romania,,True
7049,Friendly,1967-05-27,Austria,0.0,1.0,England,,True
7050,Friendly,1967-05-28,Russia,2.0,0.0,Mexico,,True
7051,UEFA Euro qualification,1967-05-31,Spain,2.0,0.0,Turkey,,True
7052,Nordic Championship,1967-06-01,Finland,0.0,2.0,Norway,,True
7053,UEFA Euro qualification,1967-06-01,Sweden,1.0,1.0,Portugal,,True
7054,Friendly,1967-06-03,France,2.0,4.0,Russia,,True
7055,Friendly,1967-06-04,Belarus,2.0,1.0,Mexico,,True
7056,UEFA Euro qualification,1967-06-04,Denmark,1.0,1.0,German DR,,True
7057,African Cup of Nations qualification,1967-06-04,Uganda,0.0,1.0,Egypt,,True
7058,UEFA Euro qualification,1967-06-08,Norway,1.0,2.0,Portugal,,True
7059,UEFA Euro qualification,1967-06-11,Russia,4.0,3.0,Austria,,True
7060,UEFA Euro qualification,1967-06-11,Sweden,0.0,2.0,Bulgaria,,True
7061,UEFA Euro qualification,1967-06-18,Czechoslovakia,3.0,0.0,Turkey,,True
7062,Friendly,1967-06-22,Uganda,1.0,3.0,Zambia,,True
7063,Nordic Championship,1967-06-25,Denmark,1.0,1.0,Sweden,,True
7064,UEFA Euro qualification,1967-06-25,Romania,0.0,1.0,Italy,,True
7065,Copa Rio Branco,1967-06-25,Uruguay,0.0,0.0,Brazil,,True
7066,Copa Rio Branco,1967-06-28,Uruguay,2.0,2.0,Brazil,,True
7067,UEFA Euro qualification,1967-06-29,Norway,0.0,0.0,Bulgaria,,True
7068,Copa Rio Branco,1967-07-01,Uruguay,1.0,1.0,Brazil,,True
7069,African Cup of Nations qualification,1967-07-02,Senegal,4.0,1.0,Liberia,,True
7070,Friendly,1967-07-06,Tanzania,2.0,2.0,Zambia,,True
7071,Friendly,1967-07-08,Benin,2.0,1.0,Ghana,,True
7072,Friendly,1967-07-08,Tanzania,2.0,1.0,Zambia,,True
7073,UEFA Euro qualification,1967-07-16,Russia,4.0,0.0,Greece,,True
7074,Friendly,1967-07-28,Peru,0.0,1.0,Uruguay,,True
7075,Friendly,1967-07-28,Peru,1.0,0.0,Japan,,True
7076,AFC Asian Cup qualification,1967-07-29,South Korea,1.0,1.0,Indonesia,,False
7077,Friendly,1967-07-30,Guyana,2.0,2.0,Suriname,,True
7078,Friendly,1967-07-30,Peru,1.0,2.0,Uruguay,,True
7079,Friendly,1967-07-30,Peru,0.0,0.0,Japan,,True
7080,Friendly,1967-07-31,Guyana,0.0,1.0,Suriname,,True
7081,AFC Asian Cup qualification,1967-08-01,Japan,2.0,1.0,South Korea,,False
7082,Friendly,1967-08-01,Mauritania,1.0,1.0,Tanzania,,True
7083,Friendly,1967-08-01,Niger,2.0,3.0,Burkina Faso,,True
7084,Friendly,1967-08-02,DR Congo,1.0,0.0,Ethiopia,,True
7085,Friendly,1967-08-02,Guyana,0.0,2.0,Suriname,,True
7086,African Cup of Nations qualification,1967-08-02,Tanzania,1.0,0.0,Mauritius,,True
7087,AFC Asian Cup qualification,1967-08-03,Japan,2.0,0.0,Philippines,,False
7088,AFC Asian Cup qualification,1967-08-05,Japan,2.0,1.0,Indonesia,,False
7089,AFC Asian Cup qualification,1967-08-05,South Korea,7.0,0.0,Philippines,,False
7090,AFC Asian Cup qualification,1967-08-07,Indonesia,6.0,0.0,Philippines,,False
7091,Friendly,1967-08-10,DR Congo,2.0,2.0,Mali,,True
7092,Merdeka Tournament,1967-08-10,Hong Kong,1.0,0.0,Thailand,,False
7093,Merdeka Tournament,1967-08-10,Malaysia,3.0,2.0,Western Australia,,True
7094,Nordic Championship,1967-08-10,Sweden,2.0,0.0,Finland,,True
7095,Merdeka Tournament,1967-08-11,Indonesia,1.0,3.0,South Korea,,False
7096,Merdeka Tournament,1967-08-11,Singapore,3.0,3.0,Taiwan,,False
7097,Merdeka Tournament,1967-08-12,Hong Kong,0.0,5.0,Vietnam Republic,,False
7098,Merdeka Tournament,1967-08-12,India,1.0,1.0,Thailand,,False
7099,Merdeka Tournament,1967-08-13,Myanmar,0.0,1.0,South Korea,,False
7100,African Cup of Nations qualification,1967-08-13,DR Congo,2.0,1.0,Sudan,,False
7101,Merdeka Tournament,1967-08-13,India,3.0,1.0,Western Australia,,False
7102,Merdeka Tournament,1967-08-13,Indonesia,4.0,1.0,Singapore,,False
7103,Merdeka Tournament,1967-08-13,Malaysia,3.0,0.0,Hong Kong,,True
7104,Merdeka Tournament,1967-08-15,Myanmar,3.0,0.0,Singapore,,False
7105,Friendly,1967-08-15,Chile,1.0,0.0,Argentina,,True
7106,Merdeka Tournament,1967-08-15,Indonesia,2.0,1.0,Taiwan,,False
7107,Merdeka Tournament,1967-08-15,Malaysia,1.0,1.0,Vietnam Republic,,True
7108,Merdeka Tournament,1967-08-15,Thailand,1.0,3.0,Western Australia,,False
7109,Merdeka Tournament,1967-08-16,Hong Kong,0.0,4.0,India,,False
7110,African Cup of Nations qualification,1967-08-16,Mauritius,1.0,1.0,Tanzania,,True
7111,African Cup of Nations qualification,1967-08-16,Togo,0.0,2.0,Ivory Coast,,True
7112,Merdeka Tournament,1967-08-16,Vietnam Republic,3.0,0.0,Western Australia,,False
7113,Merdeka Tournament,1967-08-18,Hong Kong,3.0,2.0,Western Australia,,False
7114,Merdeka Tournament,1967-08-18,South Korea,2.0,1.0,Taiwan,,False
7115,Merdeka Tournament,1967-08-19,Myanmar,5.0,0.0,Indonesia,,False
7116,Friendly,1967-08-19,Kenya,5.0,4.0,DR Congo,,True
7117,Merdeka Tournament,1967-08-19,Malaysia,0.0,0.0,India,,True
7118,Merdeka Tournament,1967-08-19,Thailand,2.0,5.0,Vietnam Republic,,False
7119,Merdeka Tournament,1967-08-20,Myanmar,1.0,2.0,Taiwan,,False
7120,Merdeka Tournament,1967-08-20,Malaysia,1.0,0.0,Thailand,,True
7121,Merdeka Tournament,1967-08-20,India,0.0,1.0,Vietnam Republic,,False
7122,Friendly,1967-08-20,Kenya,1.0,1.0,DR Congo,,True
7123,Merdeka Tournament,1967-08-20,South Korea,3.0,0.0,Singapore,,False
7124,Merdeka Tournament,1967-08-22,Myanmar,3.0,0.0,Vietnam Republic,,False
7125,Merdeka Tournament,1967-08-22,India,1.0,1.0,Taiwan,,False
7126,Friendly,1967-08-22,Mexico,2.0,1.0,Argentina,,True
7127,Friendly,1967-08-23,Denmark,14.0,2.0,Iceland,,True
7128,Merdeka Tournament,1967-08-23,Hong Kong,2.0,1.0,Indonesia,,False
7129,Merdeka Tournament,1967-08-23,Malaysia,1.0,3.0,South Korea,,True
7130,Merdeka Tournament,1967-08-24,Singapore,3.0,5.0,Western Australia,,False
7131,Merdeka Tournament,1967-08-25,Hong Kong,2.0,4.0,Taiwan,,False
7132,Merdeka Tournament,1967-08-25,Malaysia,1.0,2.0,Vietnam Republic,,True
7133,Merdeka Tournament,1967-08-26,Myanmar,0.0,0.0,South Korea,,False
7134,Merdeka Tournament,1967-08-26,India,0.0,3.0,Indonesia,,False
7135,Friendly,1967-08-28,Singapore,1.0,0.0,Vietnam Republic,,True
7136,UEFA Euro qualification,1967-08-30,Russia,2.0,0.0,Finland,,True
7137,Friendly,1967-09-01,DR Congo,0.0,2.0,Ghana,,True
7138,UEFA Euro qualification,1967-09-03,Norway,3.0,1.0,Sweden,,True
7139,Friendly,1967-09-06,Austria,1.0,3.0,Hungary,,True
7140,UEFA Euro qualification,1967-09-06,Finland,2.0,5.0,Russia,,True
7141,UEFA Euro qualification,1967-09-13,Netherlands,1.0,0.0,German DR,,True
7142,African Cup of Nations qualification,1967-09-17,DR Congo,1.0,0.0,Tanzania,,True
7143,UEFA Euro qualification,1967-09-17,Poland,1.0,4.0,France,,True
7144,Friendly,1967-09-19,Chile,0.0,1.0,Brazil,,True
7145,UEFA Euro qualification,1967-09-24,Austria,2.0,1.0,Finland,,True
7146,Nordic Championship,1967-09-24,Norway,0.0,5.0,Denmark,,True
7147,Friendly,1967-09-27,Germany,5.0,1.0,France,,True
7148,UEFA Euro qualification,1967-09-27,Hungary,3.0,1.0,German DR,,True
7149,African Cup of Nations qualification,1967-09-27,Mali,4.0,0.0,Burkina Faso,,True
7150,Friendly,1967-09-28,Ghana,1.0,1.0,Nigeria,,True
7151,Friendly,1967-09-30,Kenya,3.0,1.0,Uganda,,True
7152,UEFA Euro qualification,1967-10-01,Czechoslovakia,1.0,0.0,Spain,,True
7153,Friendly,1967-10-01,Ghana,5.0,2.0,Burkina Faso,,True
7154,Friendly,1967-10-01,Russia,2.0,2.0,Switzerland,,True
7155,Friendly,1967-10-03,Tanzania,1.0,2.0,Uganda,,False
7156,UEFA Euro qualification,1967-10-04,Denmark,3.0,2.0,Netherlands,,True
7157,UEFA Euro qualification,1967-10-04,Greece,4.0,1.0,Austria,,True
7158,Friendly,1967-10-04,Kenya,6.0,0.0,Zanzibar,,True
7159,Friendly,1967-10-05,Trinidad and Tobago,2.0,2.0,Martinique,,True
7160,Friendly,1967-10-06,Uganda,2.0,0.0,Zanzibar,,False
7161,UEFA Euro qualification,1967-10-07,Germany,3.0,1.0,Yugoslavia,,True
7162,Friendly,1967-10-07,Singapore,4.0,0.0,Hong Kong,,True
7163,UEFA Euro qualification,1967-10-08,Belgium,2.0,4.0,Poland,,True
7164,Friendly,1967-10-08,Bulgaria,1.0,2.0,Russia,,True
7165,Friendly,1967-10-09,Kenya,5.0,3.0,Tanzania,,True
7166,Friendly,1967-10-10,El Salvador,2.0,0.0,Haiti,,True
7167,Friendly,1967-10-10,Tanzania,0.0,3.0,Zanzibar,,False
7168,UEFA Euro qualification,1967-10-11,German DR,3.0,2.0,Denmark,,True
7169,Friendly,1967-10-13,Paraguay,1.0,1.0,Argentina,,True
7170,African Cup of Nations qualification,1967-10-14,Tanzania,0.0,1.0,DR Congo,,True
7171,Friendly,1967-10-14,Sierra Leone,1.0,1.0,Nigeria,,True
7172,UEFA Euro qualification,1967-10-15,Austria,1.0,0.0,Russia,,True
7173,Friendly,1967-10-20,Liberia,1.0,4.0,DR Congo,,True
7174,Friendly,1967-10-21,Ghana,2.0,1.0,Nigeria,,True
7175,British Home Championship,1967-10-21,Northern Ireland,1.0,0.0,Scotland,,True
7176,British Home Championship,1967-10-21,Wales,0.0,3.0,England,,True
7177,Nordic Championship,1967-10-22,Denmark,3.0,0.0,Finland,,True
7178,Friendly,1967-10-22,Guatemala,1.0,0.0,El Salvador,,True
7179,UEFA Euro qualification,1967-10-22,Spain,2.0,1.0,Czechoslovakia,,True
7180,Friendly,1967-10-24,Trinidad and Tobago,3.0,2.0,Martinique,,True
7181,UEFA Euro qualification,1967-10-28,France,1.0,1.0,Belgium,,True
7182,Friendly,1967-10-29,El Salvador,3.0,1.0,Costa Rica,,True
7183,UEFA Euro qualification,1967-10-29,German DR,1.0,0.0,Hungary,,True
